Epoch,Loss
5,0.6587201952934265
10,0.6192963123321533
15,0.583991527557373
20,0.5513034462928772
25,0.5240681171417236
30,0.5032863616943359
35,0.4848848581314087
40,0.47161656618118286
45,0.4609447121620178
50,0.45186224579811096
55,0.4415457844734192
60,0.4307141602039337
65,0.4212069511413574
70,0.41249677538871765
75,0.40380385518074036
80,0.3956049978733063
85,0.3884178400039673
90,0.38169822096824646
95,0.3756119906902313
100,0.3702228367328644
