Epoch,Accuracy
5,0.8198198080062866
10,0.8018018007278442
15,0.8018018007278442
20,0.8018018007278442
25,0.8018018007278442
30,0.8018018007278442
35,0.8018018007278442
40,0.8018018007278442
45,0.8108108043670654
50,0.8198198080062866
55,0.8198198080062866
60,0.8198198080062866
65,0.8198198080062866
70,0.8288288116455078
75,0.837837815284729
80,0.8558558821678162
85,0.8558558821678162
90,0.8558558821678162
95,0.8558558821678162
100,0.8648648858070374
